Column 1	Column 2
I'm small.	Я маленький.
I'm small.	Я маленька.
I'm smart.	Я розумний.
I'm smart.	Я розумна.
I'm sober.	Я тверезий.
I'm sober.	Я твереза.
I'm sorry.	Перепрошую.
I'm sorry.	Вибачте.
I'm sorry.	Мені шкода.
I'm sorry.	Мені прикро.
I'm stuck.	Я застряг.
I'm tense.	Я напружений.
I'm tense.	Я напружена.
I'm three.	Мені три.
I'm three.	Мені три роки.
I'm timid.	Я сором'язлива.
I'm timid.	Я боязкий.
I'm timid.	Я боязка.
I'm tipsy.	Я п'яний.
I'm tipsy.	Я під мухою.
I'm tired.	Я втомилася.
I'm tough.	Я сильний.
I'm tough.	Я крутий.
I'm upset.	Я засмучений.
I'm upset.	Я засмучена.
I'm wrong.	Я неправий.
I'm wrong.	Я не маю рації.
I'm young.	Я молода.
I'm young.	Я молодий.
I'm yours.	Я твій.
I'm yours.	Я твоя.
I've lost.	Я програв.
I've lost.	Я програла.
Ignore it.	Проігноруй це.
Ignore it.	Проігноруйте це.
Is Tom OK?	Том в порядку?
Is Tom OK?	З Томом все гаразд?
Is Tom OK?	З Томом все добре?
Is Tom in?	Том всередині?
Is he Tom?	Він Том?
Is it far?	Це далеко?
The plane took off at 2:30.	Літак злетів о 2:30.
The plane took off on time.	Літак злетів вчасно.
The price of gas is rising.	Ціна на бензин росте.
The projector doesn't work.	Проектор не працює.
The rain changed into snow.	Дощ перейшов у сніг.
The rain continued all day.	Дощ продовжувався весь день.
The rain continued all day.	Дощ ішов весь день.
The rain lasted three days.	Дощ падав протягом трьох днів.
The rainy season has begun.	Розпочався сезон дощів.
The rich have many friends.	Багаті люди мають багато друзів.
The rooms are all occupied.	Всі кімнати зайняті.
The scissors are not sharp.	Ножиці не гострі.
The seats are all sold out.	Всі місця зарезервовано.
The seats are all sold out.	Всі місця розпродані.
The silver is on the table.	Срібло на столі.
The silver is on the table.	Срібло лежить на столі.
The snake swallowed a frog.	Змія проковтнула жабу.
The snow hasn't melted yet.	Сніг ще не розтанув.
The storm blew down a tree.	Буря повалила дерево.
The storm blew down a tree.	Бурею повалено дерево.
The story seems to be true.	Історія схожа на правду.
The students have returned.	Студенти повернулися.
The teacher was very angry.	Вчитель був дуже злий.
The teapot is on the table.	Чайник на столі.
The telephone doesn't work.	Телефон не працює.
The train has already gone.	Потяг вже пішов.
The train has already left.	Потяг вже поїхав.
The two brothers have died.	Обидва брати померли.
The water has been cut off.	Водопостачання відключили.
The water is crystal clear.	Вода кришлатево чиста.
The water is nice and cool.	Вода приємна і прохолодна.
The water is not drinkable.	Ця вода непридатна для пиття.
The world is a crazy place.	Світ — божевільне місце.
The world is full of fools.	Світ повний дурнів.
The world is full of fools.	У світі повно дурнів.
The world will be watching.	Світ спостерігатиме.
The wounds are still fresh.	Рани ще не загоїлися.
There are no children here.	Тут немає дітей.
There are no children here.	Дітей тут немає.
There are no wrong answers.	Неравильних відповідей не буває.
There are several theories.	Існує кілька теорій.
There is a TV in this room.	У цій кімнаті є телевізор.
There is a man at the door.	Біля дверей якийсь чоловік.
There is a map on the wall.	На стіні висить мапа.
There is a map on the wall.	На стінці висить карта.
There is a map on the wall.	На стіні висить карта.
There is a map on the wall.	На стіні висить географічна карта.
There is a message for you.	Тобі повідомлення.
There is a message for you.	Вам повідомлення.
There is a rock in my shoe.	У мене в черевику камінь.
There is little money left.	Лишилося мало грошей.
There was blood everywhere.	Скрізь була кров.
There was fear in his eyes.	У нього в очах був страх.
There wasn't anybody there.	Там нікого не було.
There were no eyewitnesses.	Свідків не було.
There were no side effects.	Не було жодних побічних ефектів.
There will be no ambiguity.	Не буде ніякої двозначності.
There will be no surprises.	Не буде жодних несподіванок.
There's a cat on the table.	На столі кіт.
There's a cat on the table.	На столі кішка.
There's a cat on the table.	На столі сидить кіт.
There's a cat on the table.	На столі сидить кішка.
There's a cat on the table.	На столі лежить кіт.
There's a cat on the table.	На столі лежить кішка.
There's a fan on the table.	На столі стоїть вентилятор.
There's a label on the jar.	На банці є етикетка.
There's food in the fridge.	В холодильнику є їжа.
There's hardly anyone here.	Мало людей.
There's hardly anyone here.	Людей — чотири каліки.
There's hardly anyone here.	Мало народу.
There's hardly anyone here.	Людей — кіт наплакав.
There's hardly anyone here.	Тут майже ніколи немає.
There's hope for everybody.	Надія є для всіх.
There's milk in the fridge.	В холодильнику є молоко.
There's no air on the moon.	На Місяці немає повітря.
There's no need to explain.	Немає потреби пояснювати.
There's no one but me here.	Тут немає нікого крім мене.
There's no one in the room.	У кімнаті нікого немає.
There's no place like home.	У гостях добре, а вдома краще.
There's no place like home.	В гостях добре, а вдома краще.
There's no reason to panic.	Немає причин для паніки.
There's no simple solution.	Простого рішення не існує.
There's no sugar in my tea.	В моєму чаї немає цукру.
There's nothing Tom can do.	Том нічого не може зробити.
There's nothing to forgive.	Немає чого вибачати.
There's snow on the ground.	На землі лежить сніг.
There's some truth to this.	У цьому є доля правди.
These apples are delicious.	Ці яблука смачні.
These are shocking results.	Це шокуючі результати.
These bananas are not ripe.	Ці банани не стиглі.
These chairs are different.	Ці стільці різні.
These diamonds aren't real.	Ці діаманти не справжні.
These earphones don't work.	Ці навушники не працюють.
These gloves belong to Tom.	Ці рукавиці належать Тому.
These new cars are on sale.	Ці нові автомобілі виставлені на розпродаж.
These photos are beautiful.	Це гарні фотографії.
These photos are beautiful.	Ці фотографії гарні.
These windows aren't clean.	Ці вікна не чисті.
They are living on charity.	Вони живуть з подаяння.
They aren't doing that yet.	Вони ще цього не роблять.
They called their son John.	Вони назвали свого сина Джон.
They can't make me do that.	Вони не зможуть примусити мене це зробити.
They don't like to do that.	Вони не люблять цього робити.
They don't like to do that.	Вони не люблять таким займатися.
They don't pay me overtime.	Вони не планять мені понаднормові.
They don't want assistance.	Вони не хочуть допомоги.
They have only one blanket.	У них лише одна ковдра.
They hunted deer and foxes.	Вони полювали на оленей і лисиць.
They need to work tomorrow.	Завтра вони мають працювати.
They said they were afraid.	Вони сказали, що їм страшно.
They smiled at one another.	Вони усміхнулися одне до одного.
They supplied us with food.	Вони постачали нам їжу.
They took a brief vacation.	Вони взяли коротку відпустку.
They tried to handcuff Tom.	Вони намагалися одягнути на Тома наручники.
They tried to handcuff Tom.	Вони спробували одягнути на Тома наручники.
They turned down our offer.	Вони відхилили нашу пропозицію.
They turned our offer down.	Вони відхилили нашу пропозицію.
They waited for a decision.	Вони чекали на рішення.
They watched me in silence.	Вони спостерігали за мною мовчки.
They were born in Thailand.	Вони народилися в Таїланді.
They'll be rooting for you.	Вони за тебе вболіватимуть.
They'll be rooting for you.	Вони за вас вболіватимуть.
They'll want to punish him.	Вони захочуть його покарати.
They're always complaining.	Вони завжди скаржаться.
They're as tired as we are.	Вони так само втомлені, як і ми.
They're in the science lab.	Вони у науковій лабораторії.
Things can't get any worse.	Гірше вже бути не може.
Think of the possibilities.	Подумай про можливості.
This animal is very clever.	Ця тварина дуже кмітлива.
This animal is very clever.	Ця тварина дуже розумна.
This bicycle belongs to me.	Цей велосипед належить мені.
This book is really useful.	Це дуже корисна книжка.
This book is too expensive.	Ця книжка задорога.
This book is too expensive.	Ця книжка занадто дорога.
This book seems easy to me.	Ця книжка мені здається цікавою.
This car is easy to handle.	Ця машина проста у керуванні.
This car was made in Japan.	Ця машина була зроблена в Японії.
This clock is out of order.	Цей годинник не працює.
This coffee is undrinkable.	Цю каву неможливо пити.
This cucumber is very long.	Цей огірок дуже довгий.
This data is for my thesis.	Ці дані - для моєї дисертації.
This dictionary isn't mine.	Це не мій словник.
This doesn't prove a thing.	Це нічого не доводить.
This door is the only exit.	Ці двері — це єдиний вихід.
This drink is on the house.	Цей напій за рахунок закладу.
This house is not for sale.	Цей будинок не продається.
This idea is controversial.	Це суперечлива ідея.
This is Tom's address book.	Це адресна книга Тома.
This is a bad neighborhood.	Це поганий район.
This is a beautiful flower.	Це чудова квітка.
This is a beautiful flower.	Це гарна квітка.
This is a book about stars.	Ця книга про зірки.
This is a collector's item.	Це колекційний предмет.
This is a depressing place.	Це депресивне місце.
This is a strange sentence.	Це дивне речення.
This is a terrible tragedy.	Це жахлива трагедія.
This is a true masterpiece.	Це справжній шедевр.
This is a unique situation.	Це унікальна ситуація.
This is a very special day.	Це дуже особливий день.
This is all I need to know.	Це все, що мені потрібно знати.
This is an important event.	Це важлива подія.
This is between you and me.	Це між нами.
This is between you and me.	Це має лишитися між нами.
This is highly inefficient.	Це дуже неефективно.
This is just what I wanted.	Саме цього я й хотів.
